Date received,Product,Sub-product,Issue,Complaint list,Company,State,Tags,Date sent,Company response,Timely response,Consumer disputed,Date difference(%)
20-04-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Amsher Collection Services, Inc.",IN,Servicemember,22-04-2015,Closed with explanation,Yes,No,7.9
02-05-2016,Debt collection,Mortgage,Taking/threatening an illegal action,responds  only to consumer,"Flagstar Bank, N.A.",TX,Servicemember,02-05-2016,Closed with explanation,Yes,Yes,0
31-12-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,company disputing complaint,"Kenneth, Eisen & Associates, LTD.",AZ,Servicemember,31-12-2015,Closed with explanation,Yes,Yes,0
30-08-2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,Third party action,"Core Recoveries, LLC",CA,Servicemember,02-09-2016,Closed with explanation,No,Yes,11.86
28-09-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Acted by contract/law,"Ross, Stuart & Dawson Inc",MI,Older American,02-10-2015,Closed with explanation,Yes,Yes,15.83
06-05-2016,Debt collection,Medical,Disclosure verification of debt,Acted by contract/law,Medical Business Bureau,MI,Servicemember,06-05-2016,Closed with explanation,Yes,No,0
12-04-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"Integrity Solution Services, Inc.",MN,Servicemember,12-04-2016,Closed with explanation,Yes,No,0
10-03-2016,Debt collection,Mortgage,Taking/threatening an illegal action,Acted by contract/law,"SELECT PORTFOLIO SERVICING, INC.",CA,Older American,14-03-2016,Closed with explanation,Yes,Yes,15.83
17-09-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,opportunity for Consumer satisfaction,"HW Holding, Inc",VA,Servicemember,17-09-2015,Closed with explanation,Yes,No,0
24-10-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,Financial Business and Consumer Solutions.,MI,Older American,24-10-2016,Closed with explanation,Yes,No,0
29-12-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,CL Holdings LLC,OH,Older American,29-12-2015,Closed with non-monetary relief,Yes,No,0
23-07-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,responds  only to consumer,"Kriya Capital, LLC",CA,Older American,23-07-2016,Closed with explanation,Yes,Yes,0
12-06-2015,Debt collection,Auto,False statements or representation,No public response provided,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,Servicemember,15-06-2015,Closed with explanation,Yes,No,11.87
19-05-2015,Debt collection,Credit card,Disclosure verification of debt,No public response provided,SQUARETWO FINANCIAL CORPORATION,GA,Older American,26-05-2015,Closed with explanation,Yes,No,27.72
24-08-2016,Debt collection,Credit card,Taking/threatening an illegal action,responds  only to consumer,"CITIBANK, N.A.",CA,Older American,24-08-2016,Closed with explanation,Yes,No,0
06-04-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Misunderstanding,"Harris & Harris, Ltd.",CA,Older American,06-04-2016,Closed with explanation,Yes,No,0
16-05-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Misunderstanding,"Dyck-O'Neal, Inc.",OR,Older American,17-06-2016,Closed with explanation,Yes,No,126.64
20-09-2015,Debt collection,Medical,False statements or representation,Acted by contract/law,"Aspen National Financial, Inc.",CO,Older American,20-09-2015,Closed with explanation,Yes,Yes,0
10-05-2015,Debt collection,Medical,Disclosure verification of debt,Acted by contract/law,"Commonwealth Financial Systems, Inc.",NY,Servicemember,10-05-2015,Closed with explanation,Yes,No,0
30-10-2015,Debt collection,Credit card,Communication tactics,Isolated error,Financial Business and Consumer Solutions.,PA,Older American,30-10-2015,Closed with explanation,No,No,0
19-01-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Resolve Partners, LLC",NC,Older American,21-01-2016,Closed with explanation,Yes,No,7.92
17-03-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"Receivables Performance Management, LLC",NY,Servicemember,17-03-2016,Closed with explanation,Yes,No,0
20-07-2016,Debt collection,Medical,Disclosure verification of debt,Acted by contract/law,"NRA Group, LLC",PA,Servicemember,21-07-2016,Closed with explanation,Yes,No,3.95
23-08-2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,No public response provided,"Selip & Stylianou, LLP",NY,"Older American, Servicemember",23-08-2015,Closed with explanation,Yes,Yes,0
25-04-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,"BANK OF AMERICA, NATIONAL ASSOCIATION",MI,Older American,25-04-2016,Closed with explanation,Yes,Yes,0
29-03-2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,responds  only to consumer,WELLS FARGO & COMPANY,NJ,Servicemember,29-03-2016,Closed with explanation,No,No,0
01-05-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,No public response provided,"CMRE Financial Services, Inc.",TX,Servicemember,01-05-2015,Closed with explanation,Yes,No,0
20-12-2016,Debt collection,Medical,Communication tactics,company disputing complaint,"Firstsource Business Process Services, LLC",CA,Older American,20-12-2016,Closed with explanation,Yes,No,0
25-10-2016,Debt collection,Medical,False statements or representation,responds  only to consumer,"CMRE Financial Services, Inc.",CA,Servicemember,09-12-2016,Closed with explanation,Yes,No,147.62
28-06-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Retrieval-Masters Creditors Bureau, Inc., Elmsford, NY Branch",MD,Servicemember,28-06-2016,Closed with explanation,Yes,No,0
15-02-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,responds  only to consumer,"Fidelity National Information Services, Inc. (FNIS)",ME,Servicemember,15-02-2017,Closed with explanation,Yes,No,0
06-10-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,Ditech Financial LLC,FL,Older American,06-10-2015,Closed with explanation,Yes,No,0
11-10-2015,Debt collection,Credit card,Improper contact or sharing of info,Acted by contract/law,"STERLING JEWELERS, INC.",MS,Servicemember,11-10-2015,Closed with explanation,Yes,No,0
30-12-2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,No public response provided,Utah System of Higher Education,MN,Servicemember,30-12-2015,Closed with explanation,Yes,No,0
03-02-2017,Debt collection,Credit card,Taking/threatening an illegal action,responds  only to consumer,Army and Air Force Exchange Service,OK,Servicemember,08-02-2017,Closed with explanation,Yes,Yes,19.79
04-09-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,Columbia Recovery Group LLC,VA,Servicemember,04-09-2015,Closed with explanation,Yes,No,0
12-09-2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,responds  only to consumer,SECURITY FINANCE CORP,GA,Older American,14-09-2016,Closed with explanation,Yes,No,7.9
29-04-2015,Debt collection,Credit card,Communication tactics,Acted by contract/law,Penn Credit Corporation,IL,Servicemember,29-04-2015,Closed with explanation,Yes,No,0
13-09-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,HCFS Healthcare Financial Services of TeamHealth,NJ,Servicemember,13-09-2015,Closed with explanation,Yes,Yes,0
14-09-2016,Debt collection,Medical,Disclosure verification of debt,Acted by contract/law,"GLA Collection Company, Inc.",IN,Servicemember,14-09-2016,Closed with explanation,Yes,Yes,0
22-01-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,ERC,NJ,Servicemember,22-01-2017,Closed,Yes,No,0
30-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Misunderstanding,ERC,NC,Servicemember,30-06-2015,Closed with non-monetary relief,Yes,No,0
27-03-2015,Debt collection,Credit card,False statements or representation,company disputing complaint,Couch Conville & Blitt LLC,LA,Older American,27-03-2015,Closed with explanation,Yes,Yes,0
18-09-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,Professional Recovery Management,TN,Servicemember,18-09-2015,Closed with explanation,Yes,No,0
08-12-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,Monterey Financial Services LLC,NJ,Servicemember,08-12-2015,Closed with explanation,Yes,Yes,0
06-06-2015,Debt collection,Credit card,Taking/threatening an illegal action,No public response provided,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,Servicemember,06-06-2015,Closed with explanation,Yes,No,0
28-02-2017,Debt collection,Payday loan,False statements or representation,Acted by contract/law,"Trademark Management Solutions, LLC.",SC,Servicemember,28-02-2017,Closed,Yes,Yes,0
24-10-2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Third party action,"CREDIT BUREAU OF NEW ULM, INC.",GA,Servicemember,29-10-2015,Closed with explanation,Yes,No,19.77
10-02-2016,Debt collection,Payday loan,False statements or representation,Company can't verify or dispute the facts in the complaint,"Check Security Associates, LLC",CA,Servicemember,10-02-2016,Closed with explanation,No,No,0
10-04-2017,Debt collection,Medical,Disclosure verification of debt,Acted by contract/law,"California Business Bureau, Inc.",CA,Servicemember,11-04-2017,Closed with explanation,Yes,No,3.95
14-10-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,ERC,MI,Older American,19-10-2016,Closed with non-monetary relief,Yes,Yes,19.79
08-12-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,GA,Older American,11-12-2015,Closed with non-monetary relief,Yes,Yes,11.88
06-07-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,ERC,TX,Servicemember,07-07-2016,Closed with non-monetary relief,Yes,No,3.95
20-03-2015,Debt collection,Credit card,Improper contact or sharing of info,No public response provided,"BANK OF AMERICA, NATIONAL ASSOCIATION",OH,Older American,25-03-2015,Closed with explanation,Yes,Yes,19.77
20-04-2016,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Third party action,BlueChip Financial,CA,Older American,24-04-2016,Closed with explanation,Yes,Yes,15.83
06-01-2017,Student loan,Non-federal student loan,Dealing with my lender or servicer,responds  only to consumer,"ECMC GROUP, INC.",CA,Servicemember,10-01-2017,Closed with explanation,Yes,Yes,15.84
19-07-2016,Student loan,Non-federal student loan,Can't repay my loan,Acted by contract/law,SLM CORPORATION,MN,Servicemember,20-07-2016,Closed with explanation,Yes,Yes,3.97
16-04-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,"First National Collection Bureau, Inc.",NH,Older American,16-04-2016,Closed with explanation,Yes,No,0
24-12-2015,Debt collection,Payday loan,False statements or representation,No public response provided,Oracle Financial Group LLC.,RI,Servicemember,24-12-2015,Closed with explanation,Yes,Yes,0
09-06-2016,Debt collection,Medical,Disclosure verification of debt,Third party action,Collection Management Company,FL,Servicemember,09-06-2016,Closed with explanation,Yes,No,0
10-03-2017,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,company disputing complaint,"National Credit Systems,Inc.",TX,Servicemember,10-03-2017,Closed with explanation,Yes,No,0
02-08-2016,Debt collection,Credit card,Communication tactics,Acted by contract/law,UNITED SERVICES AUTOMOBILE ASSOCIATION,IL,Servicemember,02-08-2016,Closed with explanation,Yes,No,0
16-07-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,CL Holdings LLC,GA,Older American,16-07-2015,Closed with non-monetary relief,Yes,No,0
07-10-2016,Debt collection,Medical,Disclosure verification of debt,company disputing complaint,"Kansas Counselors, Inc.",KS,Servicemember,13-10-2016,Closed with explanation,Yes,Yes,23.73
08-11-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,"Timothy C. Runyan, P.C.",MI,Older American,18-01-2017,Closed with explanation,Yes,No,250.48
15-04-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,No public response provided,"American Collections Enterprise, Inc.",MD,Servicemember,17-04-2015,Closed,Yes,No,7.91
06-06-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,Monterey Financial Services LLC,UT,Older American,06-06-2016,Closed with explanation,Yes,No,0
22-08-2016,Debt collection,Medical,Communication tactics,responds  only to consumer,TENET HEALTHCARE CORPORATION,FL,Older American,24-08-2016,Closed with explanation,Yes,No,7.91
29-12-2015,Debt collection,Credit card,False statements or representation,No public response provided,"CITIBANK, N.A.",TX,Older American,29-12-2015,Closed with explanation,Yes,No,0
01-05-2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,"Altisource Portfolio Solutions, S.à r.l.",FL,Servicemember,01-05-2015,Closed with explanation,Yes,No,0
28-03-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,First Advantage LNS Inc.,NC,Servicemember,28-03-2015,Closed with explanation,No,No,0
25-11-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"PINNACLE RECOVERY, INC.",CA,Servicemember,25-11-2015,Closed with explanation,Yes,No,0
16-02-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Misunderstanding,"HW Holding, Inc",MD,Servicemember,16-02-2017,Closed with explanation,Yes,Yes,0
08-05-2015,Debt collection,Credit card,Communication tactics,No public response provided,"CITIBANK, N.A.",VA,Servicemember,08-05-2015,Closed with explanation,Yes,No,0
